+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
| XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/diablo_gt.diablo_gt_phy_wrapper/gt_wizard.gtwizard_top_i/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_i/inst/gen_gtwizard_gtye4_top.XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_gtwizard_gtye4_inst/gen_gtwizard_gtye4.gen_channel_container[27].gen_enabled_channel.gtye4_channel_wrapper_inst/channel_inst/gtye4_channel_gen.gen_gtye4_channel_inst[3].GTYE4_CHANNEL_PRIM_INST/TXOUTCLK |                 pipe_clk |XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/gen4_64b_convert.gen4_perlane_64b_bridge/per_lane_bridge[2].gen4_rx_64b_bridge/phy_rxdata_64b_reg_reg[20]/D|
| XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/diablo_gt.diablo_gt_phy_wrapper/gt_wizard.gtwizard_top_i/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_i/inst/gen_gtwizard_gtye4_top.XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_gtwizard_gtye4_inst/gen_gtwizard_gtye4.gen_channel_container[27].gen_enabled_channel.gtye4_channel_wrapper_inst/channel_inst/gtye4_channel_gen.gen_gtye4_channel_inst[3].GTYE4_CHANNEL_PRIM_INST/TXOUTCLK |                 pipe_clk |XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/gen4_64b_convert.gen4_perlane_64b_bridge/per_lane_bridge[2].gen4_rx_64b_bridge/phy_rxdata_64b_reg_reg[24]/D|
| XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/diablo_gt.diablo_gt_phy_wrapper/gt_wizard.gtwizard_top_i/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_i/inst/gen_gtwizard_gtye4_top.XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_gtwizard_gtye4_inst/gen_gtwizard_gtye4.gen_channel_container[27].gen_enabled_channel.gtye4_channel_wrapper_inst/channel_inst/gtye4_channel_gen.gen_gtye4_channel_inst[3].GTYE4_CHANNEL_PRIM_INST/TXOUTCLK |                 pipe_clk |XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/gen4_64b_convert.gen4_perlane_64b_bridge/per_lane_bridge[3].gen4_rx_64b_bridge/phy_rxdata_64b_reg_reg[30]/D|
| XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/diablo_gt.diablo_gt_phy_wrapper/gt_wizard.gtwizard_top_i/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_i/inst/gen_gtwizard_gtye4_top.XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_gtwizard_gtye4_inst/gen_gtwizard_gtye4.gen_channel_container[27].gen_enabled_channel.gtye4_channel_wrapper_inst/channel_inst/gtye4_channel_gen.gen_gtye4_channel_inst[3].GTYE4_CHANNEL_PRIM_INST/TXOUTCLK |                 pipe_clk |XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/gen4_64b_convert.gen4_perlane_64b_bridge/per_lane_bridge[3].gen4_rx_64b_bridge/phy_rxdata_64b_reg_reg[14]/D|
| XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/diablo_gt.diablo_gt_phy_wrapper/gt_wizard.gtwizard_top_i/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_i/inst/gen_gtwizard_gtye4_top.XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_gtwizard_gtye4_inst/gen_gtwizard_gtye4.gen_channel_container[27].gen_enabled_channel.gtye4_channel_wrapper_inst/channel_inst/gtye4_channel_gen.gen_gtye4_channel_inst[3].GTYE4_CHANNEL_PRIM_INST/TXOUTCLK |                 pipe_clk |XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/gen4_64b_convert.gen4_perlane_64b_bridge/per_lane_bridge[2].gen4_rx_64b_bridge/phy_rxdata_64b_reg_reg[52]/D|
| XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/diablo_gt.diablo_gt_phy_wrapper/gt_wizard.gtwizard_top_i/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_i/inst/gen_gtwizard_gtye4_top.XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_gtwizard_gtye4_inst/gen_gtwizard_gtye4.gen_channel_container[27].gen_enabled_channel.gtye4_channel_wrapper_inst/channel_inst/gtye4_channel_gen.gen_gtye4_channel_inst[3].GTYE4_CHANNEL_PRIM_INST/TXOUTCLK |                 pipe_clk |XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/gen4_64b_convert.gen4_perlane_64b_bridge/per_lane_bridge[3].gen4_rx_64b_bridge/phy_rxdata_64b_reg_reg[20]/D|
| XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/diablo_gt.diablo_gt_phy_wrapper/gt_wizard.gtwizard_top_i/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_i/inst/gen_gtwizard_gtye4_top.XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_gtwizard_gtye4_inst/gen_gtwizard_gtye4.gen_channel_container[27].gen_enabled_channel.gtye4_channel_wrapper_inst/channel_inst/gtye4_channel_gen.gen_gtye4_channel_inst[3].GTYE4_CHANNEL_PRIM_INST/TXOUTCLK |                 pipe_clk |XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/gen4_64b_convert.gen4_perlane_64b_bridge/per_lane_bridge[2].gen4_rx_64b_bridge/phy_rxdata_64b_reg_reg[56]/D|
| XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/diablo_gt.diablo_gt_phy_wrapper/gt_wizard.gtwizard_top_i/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_i/inst/gen_gtwizard_gtye4_top.XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_gtwizard_gtye4_inst/gen_gtwizard_gtye4.gen_channel_container[27].gen_enabled_channel.gtye4_channel_wrapper_inst/channel_inst/gtye4_channel_gen.gen_gtye4_channel_inst[3].GTYE4_CHANNEL_PRIM_INST/TXOUTCLK |                 pipe_clk |XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/gen4_64b_convert.gen4_perlane_64b_bridge/per_lane_bridge[3].gen4_rx_64b_bridge/phy_rxdata_64b_reg_reg[13]/D|
| XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/diablo_gt.diablo_gt_phy_wrapper/gt_wizard.gtwizard_top_i/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_i/inst/gen_gtwizard_gtye4_top.XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_gtwizard_gtye4_inst/gen_gtwizard_gtye4.gen_channel_container[27].gen_enabled_channel.gtye4_channel_wrapper_inst/channel_inst/gtye4_channel_gen.gen_gtye4_channel_inst[3].GTYE4_CHANNEL_PRIM_INST/TXOUTCLK |                 pipe_clk |XDMA_AXI_BENES_i/xdma_0/inst/pcie4c_ip_i/inst/XDMA_AXI_BENES_xdma_0_1_pcie4c_ip_gt_top_i/gen4_64b_convert.gen4_perlane_64b_bridge/per_lane_bridge[3].gen4_rx_64b_bridge/phy_rxdata_64b_reg_reg[24]/D|
